ID,Day,timestep,numlanes,length,freeflowspeed,jamdensity,currentspeed,currentdensity,currenttraveltime,maxcapacity,currentflow
1,1,900,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,960,2,0.987000048160553,60,167.173248291016,57.3,1.125,1.03350782394409,5015.197265625,128.925
1,1,1020,2,0.987000048160553,60,167.173248291016,55.5,1.875,1.06702709197998,5015.197265625,208.125
1,1,1080,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,1140,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,1200,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,1260,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,1320,2,0.987000048160553,60,167.173248291016,57,1.25,1.03894734382629,5015.197265625,142.5
1,1,1380,2,0.987000048160553,60,167.173248291016,51.6,3.73213974313142,1.14767444133759,5015.197265625,385.156821491163
1,1,1440,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,1500,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,1560,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,1620,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,1680,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,1740,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,1800,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,1860,2,0.987000048160553,60,167.173248291016,56.7,1.375,1.04444444179535,5015.197265625,155.925
1,1,1920,2,0.987000048160553,60,167.173248291016,53.4,2.75,1.10898876190186,5015.197265625,293.7
1,1,1980,2,0.987000048160553,60,167.173248291016,51.3,3.625,1.15438604354858,5015.197265625,371.925
1,1,2040,2,0.987000048160553,60,167.173248291016,52.8,3.23213974313142,1.12159097194672,5015.197265625,341.313956874678
1,1,2100,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,2160,2,0.987000048160553,60,167.173248291016,51.9,3.375,1.14104044437408,5015.197265625,350.325
1,1,2220,2,0.987000048160553,60,167.173248291016,49.2,8.46425768818282,1.20365858078003,5015.197265625,832.88295651719
1,1,2280,2,0.987000048160553,60,167.173248291016,57.3,8.23209614697138,1.03350782394409,5015.197265625,943.39821844292
1,1,2340,2,0.987000048160553,60,167.173248291016,57.9,5.64281666070852,1.02279794216156,5015.197265625,653.438169310047
1,1,2400,2,0.987000048160553,60,167.173248291016,59.4,1.78569871565713,0.996969699859619,5015.197265625,212.141007420066
1,1,2460,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,2520,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,2580,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,2640,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,2700,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,2760,2,0.987000048160553,60,167.173248291016,51.6,3.5,1.14767444133759,5015.197265625,361.2
1,1,2820,2,0.987000048160553,60,167.173248291016,48.9,9.07139743131425,1.21104300022125,5015.197265625,887.182668782534
1,1,2880,2,0.987000048160553,60,167.173248291016,56.7,8.8392358901028,1.04444444179535,5015.197265625,1002.36934993766
1,1,2940,2,0.987000048160553,60,167.173248291016,50.1,9.73209614697138,1.18203592300415,5015.197265625,975.156033926532
1,1,3000,2,0.987000048160553,60,167.173248291016,46.5,11.8570961469714,1.27354836463928,5015.197265625,1102.70994166834
1,1,3060,2,0.987000048160553,60,167.173248291016,55.8,9.73209614697138,1.06129038333893,5015.197265625,1086.10193000201
1,1,3120,2,0.987000048160553,60,167.173248291016,57.6,6.99995640383995,1.02812504768372,5015.197265625,806.394977722362
1,1,3180,2,0.987000048160553,60,167.173248291016,59.1,2.26783845878855,1.00203049182892,5015.197265625,268.058505828807
1,1,3240,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
1,1,3300,2,0.987000048160553,60,167.173248291016,60,0,0.987000048160553,5015.197265625,0
